,russian_title,itm_title,ganers,rating,year
754,Инициал Ди: Стадия третья,Initial D Third Stage / IDTM,"['Машины', 'Сейнен', 'Экшен', 'Драма', 'Романтика']",7.9,2001
755,Ёрмунганд 2: Идеальный порядок,Jormungand: Perfect Order / jormungand2,"['Экшен', 'Приключения', 'Сейнен', 'Организованная преступность']",7.9,2012
756,Кромешная путяга,Sakigake!! Cromartie Koukou / cromartie,"['Комедия', 'Школа', 'Сёнен', 'Правонарушители', 'Гэг юмор']",7.9,2003
757,Макросс,Choujikuu Yousai Macross / SDFM,"['Экшен', 'Меха', 'Военное', 'Музыка', 'Романтика', 'Фантастика', 'Космос']",7.9,1982
758,Рандеву с жизнью 2: Куруми на фестивале звёзд,Date A Live II: Kurumi Star Festival,['Романтика'],7.9,2014
759,Моя история!,My Story!!,"['Комедия', 'Романтика', 'Сёдзе']",7.9,2015
760,Хроника галактической гражданской войны,Ginga Sengoku Gunyuuden Rai,"['Фантастика', 'Приключения', 'Космос', 'Романтика', 'Сёнен']",7.9,1994
761,Люпен III: Часть IV,Lupin Sansei (2015),"['Экшен', 'Приключения', 'Комедия', 'Детектив', 'Сейнен', 'Взрослые сейю']",7.9,2015
762,Усио и Тора 2 сезон,Ushio to Tora (TV) 2nd Season,"['Комедия', 'Демоны', 'Сёнен', 'Сверхъестественное', 'Экшен', 'Приключения']",7.9,2016
763,Ван-Пис: Золото,One Piece Film: Gold,"['Приключения', 'Экшен', 'Фэнтези', 'Сёнен']",7.9,2016
764,Скитальцы,DRIFTERS Battle in a Brand-new World War,"['Взрослые сейю', 'Приключения', 'Экшен', 'Комедия', 'Фэнтези', 'Исторический', 'Самураи', 'Сейнен', 'Исекай']",7.9,2016
765,Юри на льду,Yuri!!! on Ice,"['Спорт', 'Удостоено наград', 'Исполнительское искусство']",7.9,2016
766,Школьные няни,Gakuen Babysitters,"['Школа', 'Сёдзе', 'Уход за детьми', 'Ияшикей', 'Повседневность']",7.9,2018
767,В конечном счёте я стану твоей,Yagate Kimi ni Naru,"['Романтика', 'Школа', 'Сёдзе Ай', 'Драма']",7.9,2018
768,Моя геройская академия 4 сезон,Boku no Hero Academia 4th Season,"['Экшен', 'Школа', 'Сёнен', 'Супер сила']",7.9,2019
769,Мемуары Ванитаса,Vanitas no Karte,"['Исторический', 'Вампиры', 'Сёнен', 'Экшен', 'Фэнтези', 'Детектив']",7.9,2021
770,Мобильный воин Гандам: Ведьма с Меркурия,Kidou Senshi Gundam: Suisei no Majo,"['Меха', 'Фантастика', 'Школа', 'Космос', 'Экшен']",7.9,2022
771,Бродяга Кэнсин (2023),Rurouni Kenshin: Meiji Kenkaku Romantan (2023),"['Экшен', 'Романтика', 'Исторический', 'Боевые искусства', 'Сёнен']",7.9,Онгоинг
772,Реинкарнация безработного: История о приключениях в другом мире — Спецвыпуск,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,"['Драма', 'Фэнтези', 'Этти', 'Исекай', 'Реинкарнация']",7.9,2022
773,Красавица-воин Сейлор Мун Эс,Bishoujo Senshi Sailor Moon S / SM S,"['Романтика', 'Сёдзе', 'Махо-сёдзё', 'Фэнтези']",7.9,1994
774,Смертельный бильярд,Wakate Animator Ikusei Project 2013 4,"['Психологическое', 'Драма', 'Триллер', 'Сверхъестественное', 'Взрослые сейю', 'Игра с высокими ставками']",7.9,2013
775,Эф — история воспоминаний,ef: A Tale of Memories. / ef,"['Детектив', 'Драма', 'Романтика']",7.9,2007
776,Ариэтти из страны лилипутов,Karigurashi no Arrietty / Arrietty,"['Фэнтези', 'Удостоено наград']",7.9,2010
777,Бездомная девочка Реми,Ie Naki Ko Remi,"['Приключения', 'Драма', 'Повседневность', 'Исторический']",7.9,1996
778,Принц тенниса: Национальный турнир,Tennis no Ouji-sama: Zenkoku Taikai-hen / pot ova,"['Сёнен', 'Спорт']",7.9,2006
779,Невероятное приключение ДжоДжо,JoJo no Kimyou na Bouken (TV) / jojo1,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное', 'Вампиры']",7.9,2012
780,Макросс Фронтир,Macross F,"['Экшен', 'Меха', 'Музыка', 'Романтика', 'Фантастика', 'Космос', 'Военное', 'Удостоено наград']",7.9,2008
781,Когда плачут цикады,Higurashi no Naku Koro ni / HnNKn,"['Детектив', 'Ужасы', 'Сверхъестественное', 'Психологическое', 'Триллер', 'Кровь']",7.9,2006
782,Школьный переполох,School Rumble TV,"['Комедия', 'Романтика', 'Школа', 'Сёнен', 'Гэг юмор', 'Любовный многоугольник']",7.9,2004
783,Легенда о Великом Идеоне: Вызов,Densetsu Kyojin Ideon: Hatsudou-hen,"['Драма', 'Меха', 'Фантастика', 'Космос']",7.9,1982
784,Сад изящных слов,Kotonoha no Niwa,"['Драма', 'Романтика', 'Изобразительное искусство', 'Удостоено наград']",7.9,2013
785,Ария: Будущее,Aria the Avvenire,"['Фэнтези', 'Фантастика', 'Повседневность', 'Сёнен', 'Ияшикей']",7.9,2015
786,Повесть о стране цветных облаков,Saiunkoku Monogatari,"['Сёдзе', 'Приключения', 'Фэнтези', 'Романтика', 'Исторический', 'Обратный гарем']",7.9,2006
787,Вольный стиль! Вечное лето — Спецвыпуск,Free! Eternal Summer: Kindan no All Hard!,"['Комедия', 'Школа']",7.9,2015
788,Моя геройская академия,Boku no Hero Academia / bnha,"['Экшен', 'Школа', 'Сёнен', 'Супер сила']",7.9,2016
789,Код Гиас: Восставший Лелуш — Пробуждение,Code Geass: Hangyaku no Lelouch I - Koudou,"['Экшен', 'Меха', 'Военное', 'Школа', 'Фантастика', 'Супер сила']",7.9,2017
790,Унеси меня на Луну,Tonikaku Kawaii,"['Комедия', 'Романтика', 'Сёнен']",7.9,2020
791,Ура мечте! Фильм: Пузырящаяся мечта!,BanG Dream! Movie: Poppin' Dream!,['Музыка'],7.9,2022
792,Сильнейший в истории ученик Кэнъити OVA,Shijou Saikyou no Deshi Kenichi OVA / HSD Kenichi OVA,"['Экшен', 'Комедия', 'Боевые искусства', 'Школа', 'Сёнен']",7.9,2012
793,Замахнись сильнее,Ookiku Furikabutte,"['Спорт', 'Сейнен', 'Командный спорт']",7.9,2007
794,Детектив Конан: Четырнадцатая жертва,Detective Conan Movie 02: The Fourteenth Target,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.9,1998
795,Отверженные: Козетта,Les Miserables,"['Исторический', 'Драма']",7.9,2007
796,Одному лишь Богу ведомый мир II,Kami nomi zo Shiru Sekai II / kaminomi 2,"['Комедия', 'Гарем', 'Романтика', 'Сёнен', 'Сверхъестественное', 'Культура отаку']",7.9,2011
797,Достичь Терры,Terra e... (TV),"['Экшен', 'Драма', 'Фантастика', 'Космос', 'Военное', 'Сёнен']",7.9,2007
798,Принц тенниса: Национальный турнир. Полуфинал,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Спорт', 'Сёнен']",7.9,2007
799,Адская девочка: Двое заключённых,Jigoku Shoujo Futakomori / js2,"['Ужасы', 'Сверхъестественное', 'Психологическое', 'Детектив']",7.9,2006
800,Космический Денди,Space☆Dandy,"['Фантастика', 'Космос', 'Комедия', 'Взрослые сейю']",7.9,2014
801,Легенда о героях Галактики: Мне покорится море звёзд,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai / SoS,"['Экшен', 'Фантастика', 'Военное', 'Космос', 'Взрослые сейю']",7.9,1988
802,Хладнокровный Хозуки 2 сезон,Hoozuki no Reitetsu 2nd Season,"['Комедия', 'Демоны', 'Фэнтези', 'Сейнен']",7.9,2017
803,Аватар короля,Quanzhi Gaoshou,"['Экшен', 'Игры']",7.9,2017
804,Ван-Пис: Эпизод Ист Блю — Большое приключение Луффи и его команды,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен']",7.9,2017
805,Мегалобокс,Megalo Box,"['Спорт', 'Фантастика', 'Боевые искусства']",7.9,2018
806,Седьмой киллер,Cike Wu Liuqi,"['Экшен', 'Детектив', 'Комедия', 'Супер сила', 'Драма', 'Романтика', 'Боевые искусства']",7.9,2018
807,Незнакомец на берегу моря,Umibe no Étranger,"['Романтика', 'Сёнен Ай']",7.9,2020
808,Пять невест. Фильм,5-toubun no Hanayome Movie,"['Гарем', 'Комедия', 'Романтика', 'Школа', 'Сёнен']",7.9,2022
809,"Тоннель в лето, выход прощаний","Natsu e no Tunnel, Sayonara no Deguchi","['Драма', 'Детектив', 'Фантастика']",7.9,2022
810,Лучшая в мире первая любовь OVA,Sekaiichi Hatsukoi OVA / sekakoi,"['Романтика', 'Сёнен Ай']",7.9,2011
811,Волчица и пряности II: Волчица и янтарная меланхолия,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu / s&w ova,"['Фэнтези', 'Романтика', 'Приключения', 'Взрослые сейю']",7.9,2009
812,Атака титанов OVA,Shingeki no Kyojin OVA,"['Экшен', 'Драма', 'Сёнен', 'Кровь', 'Выживание']",7.9,2013
813,"Прощай, унылый учитель 3: Покаяние",Zan Sayonara Zetsubou Sensei / szs4,"['Пародия', 'Комедия', 'Школа', 'Сёнен', 'Гэг юмор']",7.9,2009
